category,owner,risk,next_action,count,severity,source,first_path,first_line,last_path,last_line,signature
gigas_orbital,Gigastructural Engineering,Orbital category or mega-build scripted-trigger reference drift,Refresh Gigas object inventory before megastructure route changes.,57,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,216264,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225787,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference relic_penrose_sphere_1 from database common/scripted_triggers/giga_mega_categories.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,57,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,212628,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,212864,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference slave from database file
gigas_orbital,Gigastructural Engineering,Orbital category or mega-build scripted-trigger reference drift,Refresh Gigas object inventory before megastructure route changes.,57,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,216263,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225786,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference terraform_barren_2_disabled from database common/scripted_triggers/giga_mega_categories.txt
unclassified,unknown,No strategic v2 4.4.5 risk category matched,"Review manually if this family is high-volume, fatal, or Director-adjacent.",55,error,trigger.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,3287,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,235630,trigger.cpp:<line>: Wrong scope for trigger 'has_planet_flag' | Current Scope: colony | Supported Scopes: planet
unclassified,unknown,No strategic v2 4.4.5 risk category matched,"Review manually if this family is high-volume, fatal, or Director-adjacent.",54,error,effect.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,16488,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,16595,"effect.cpp:<line>: Error: ""Unexpected token: none, near line: <n>"
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,54,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,212764,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,212817,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference none from database file
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,53,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214223,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225671,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference ap_omnipresence from database common/scripted_triggers/esc_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,53,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214224,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225672,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference xvcv_mdlc_ap_abyss from database common/scripted_triggers/esc_scripted_triggers.txt
unclassified,unknown,No strategic v2 4.4.5 risk category matched,"Review manually if this family is high-volume, fatal, or Director-adjacent.",48,info,eventcommands.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\game.log,39,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\game.log,1311,"eventcommands.cpp:<line>: Event first_contact_critters.1 added info about event selection. selectedOption 0, human -1, playerEventId <n>"
unclassified,unknown,No strategic v2 4.4.5 risk category matched,"Review manually if this family is high-volume, fatal, or Director-adjacent.",47,error,economic_unit_template.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,4303,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,4427,economic_unit_template.cpp:<line>: Failed to read key reference starbase_stations from database file
unclassified,unknown,No strategic v2 4.4.5 risk category matched,"Review manually if this family is high-volume, fatal, or Director-adjacent.",46,info,eventcommands.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\game.log,163,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\game.log,1314,"eventcommands.cpp:<line>: Event first_contact.<n> already selected. option 0, duplicate command by human -1, playerEventId <n>"
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,45,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214205,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,218513,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference SCX_Dreadnought from database common/scripted_triggers/esc_ship_size_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,45,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214206,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,218514,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference dreadnought_a from database common/scripted_triggers/esc_ship_size_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,45,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214207,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,218515,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference dreadnought_plr from database common/scripted_triggers/esc_ship_size_triggers.txt
unclassified,unknown,No strategic v2 4.4.5 risk category matched,"Review manually if this family is high-volume, fatal, or Director-adjacent.",43,info,section.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,38376,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,46590,section.cpp:<line>: section has no entity. file common/section_templates/Flagship.txt Line <n>-<n>
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,42,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214239,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225642,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference xvcv_mdlc_ap_bio_robot from database common/scripted_triggers/esc_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,42,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214238,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225641,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference xvcv_mdlc_ap_genetics_mastery from database common/scripted_triggers/esc_scripted_triggers.txt
unclassified,unknown,No strategic v2 4.4.5 risk category matched,"Review manually if this family is high-volume, fatal, or Director-adjacent.",42,error,trigger.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,192221,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,207105,trigger.cpp:<line>: Wrong scope for trigger 'has_megastructure_flag' | Current Scope: country | Supported Scopes: megastructure
has_job_scope,Portrait/species/job selector source,has_job evaluated in an invalid scope,Map source owner before changing jobs or portrait selectors.,42,error,trigger_impl.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214213,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,215428,trigger_impl.cpp:<line>: Scripted Trigger has_job is invalid at file: gfx/portraits/asset_selectors/vamp_clothes_01.txt line: <n>
has_job_scope,Portrait/species/job selector source,has_job evaluated in an invalid scope,Map source owner before changing jobs or portrait selectors.,42,error,trigger_impl.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,218878,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,224185,"trigger_impl.cpp:<line>: [ file: gfx/portraits/asset_selectors/vamp_clothes_01.txt line: <n>]: Error in scripted trigger, cannot find: has_job"
unclassified,unknown,No strategic v2 4.4.5 risk category matched,"Review manually if this family is high-volume, fatal, or Director-adjacent.",42,info,eventcommands.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\game.log,86,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\game.log,1337,"eventcommands.cpp:<line>: Event first_contact.1 already selected. option 0, duplicate command by human -1, playerEventId <n>"
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,41,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214170,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,217220,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference eac_pdf_patrol_craft_1 from database common/scripted_triggers/esc_ship_size_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,41,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214171,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,217221,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference eac_pdf_patrol_craft_2 from database common/scripted_triggers/esc_ship_size_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,41,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214168,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,217218,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference wiirlak_ac_flotilla_ship from database common/scripted_triggers/esc_ship_size_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,41,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214169,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,217219,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference wiirlak_ac_ship_emergency_ship from database common/scripted_triggers/esc_ship_size_triggers.txt
gigas_orbital,Gigastructural Engineering,Orbital category or mega-build scripted-trigger reference drift,Refresh Gigas object inventory before megastructure route changes.,33,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,216265,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225791,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference major_orbital from database common/scripted_triggers/giga_mega_categories.txt
